[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:21:18 | 16-02-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:21:21 | 16-02-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:15:51 | 17-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x5ffe83edea6ac1e0dd31ca0f87ef4c5c848002747d150b0fe43e1c29848a84c3
[09:16:02 | 17-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2d63f074394eef05d9fe2d293a6480763f83720570ab5560c4d8c2e56293551a
[09:19:05 | 17-02-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:19:08 | 17-02-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:12:02 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3a56f3115c6abfe490a266aad20c85eabe8241f08ffa88b3adb430b8b21d1164
[09:12:13 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8e7558dbc16d339d9c0006372f7a896ef2d8492e98ae666da24f7dd969fc6a6b
[09:15:16 | 18-02-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:15:19 | 18-02-2025] Bridge Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:13:08 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x3b8aa360d7985e6df7462008f4ea059c8b280f6ba1017892438d5b11fb7290ef
[09:13:25 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd402762d5b04937c5e6cb96bef95a55787f11ecdee6615a05c2b2edc151a23a0
[09:16:28 | 19-02-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:16:31 | 19-02-2025] Bridge Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:13:35 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf7a622a997ef9eedca6a6040cefc53d6a68584d97d4d5ae468619116dbec8dcb
[09:13:50 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x95b961a24275c4975bce11fd8c4cf90e2bec8fc3867b3131598786cdcecb7e1a
[09:16:53 | 20-02-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:16:56 | 20-02-2025] Bridge Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:13:56 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x78fd0bb3023e6c7dcea459004e2dbd6cbe4a3e5bed573d8378df0d4436aeea17
[09:14:16 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9eb5c5032ce5ffcc251c732583eedc302060e9be5ac041eda4cde073270d1faa
[09:17:19 | 21-02-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:17:22 | 21-02-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:10:02 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe9ac85643abfc1b4b9aca683cf241bff92ec6f211b6581c2205945d693762437
[09:13:05 | 22-02-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:13:08 | 22-02-2025] Bridge Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:18:33 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x6c93782feea23ac07d74afe685c5ca31ba50ce5e9ca8a77f87f24fe108d5631a
[09:19:04 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x53134f5a2fe14e3f2dd643388209f72837ddace30b3c0cb7abceeb17e9021a29
[09:22:07 | 23-02-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:22:10 | 23-02-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:17:58 | 24-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x95fa1cdd8c58680b2eb2aacf1b2cbce71e94145b35550d5b8324202322c62189
[09:18:13 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd357facff6270a20e53c4279ee931bc10ffe371a92f953d1de3d046ad91a31fc
[09:21:16 | 24-02-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:21:19 | 24-02-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:16:13 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x662a79fdd6044db102a4073b7b5066e97defc7eb89a44bd742bd52d6777d92eb
[09:19:16 | 25-02-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:19:19 | 25-02-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:15:39 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd19c1f956a16ffa79f62fc0ac22d8194d673bdc91f892ff5ac0fc190334d8964
[09:15:51 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd9b87c038b627d552ca60144435592b01d76bebb9ddea088934d7ddffdf91995
[09:18:54 | 26-02-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:18:57 | 26-02-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:16:31 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x646ff9f0156036881e41aa2710cc272a54d4f55081c6522a10166995e2e3533f
[09:16:51 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf6685599c1d7eed24ac8d1c9ab3cd868e86654bafe81310e178a772b30608536
[09:19:54 | 27-02-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:19:57 | 27-02-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:17:21 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc22ea9592abc86854bffa85c8a4be39a01066c6a052f305280a6132ded396d71
[09:17:37 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb6ff40f2e05a3b35f8f0e28d22281f9266045804e4ea66581166fa738682c600
[09:20:40 | 28-02-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:20:43 | 28-02-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:21:10 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xa0342fb80b4e085fa14e2f0bdf1d0d389793b54c425b2a1c91ce2a3843cefafc
[09:21:27 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xca941c3064fdd974b9f6180ac98446b4b28129cb2884c513912839188af8457e
[09:24:30 | 01-03-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:24:33 | 01-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:20:07 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xa9b03e624ec7829e5d03d650d939ab372f92faa1f68a49b423c3f19c5886367b
[09:20:26 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x353e4c69f97fb1312fc511f99b646c69dcbd0248c2c100de560217cc39378f20
[09:23:29 | 02-03-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:23:32 | 02-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:18:55 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x37a90e9b1e22951d4e0249da45e5c02d4a1e09243131a669a39e6cb12b379434
[09:19:14 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfd2091253ae95b5a2159887d7eda4499b3a5bb4d655dbb15093485f3b58808ab
[09:22:17 | 03-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:22:20 | 03-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:18:05 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x9b255f6bca6c7c27d286b32088f1ba79f9c5cf8abc0c2d427cc09a89425d9fa2
[09:18:12 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd1d5b2db05c0cfb04975e7b386e864fd36944f8d0e0035a41aa19fb72488e462
[09:21:16 | 04-03-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:21:19 | 04-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:18:03 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x207f9df2d41757b9b2d9018f37cd4cd2917f8ebf1d29b44a066878d8ffe7cdcc
[09:18:17 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x69294f0d56154167a9f733001be9bb9131a10b8be10c57dd1b4ffbee5b2921bb
[09:21:20 | 05-03-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:21:22 | 05-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:18:15 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xec4eff126bf0f5ac232e1392c3ecc826cad7210e0207882bddd943786aa0bab2
[09:18:30 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe982ccced906b53b2d7bee502687d07ace85499e83c34cf8878cd6da503230d4
[09:21:33 | 06-03-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:21:36 | 06-03-2025] Bridge Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:18:59 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x2ed6ac70a64a0c9d9bc0eb7e576df3afc4bf817fd8605a9e0344b81313cf2b1a
[09:19:17 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x978dbbd8f1e8465140f3ba3f3807bc5f9d92f3e7c989df56ef18faf5b54e0153
[09:22:20 | 07-03-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:22:23 | 07-03-2025] Bridge Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[08:51:58 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x43db43f9bebc3e0e3f6c2a58fc1dce58d6f08de3ee7b0502b0166cf00de7ba9e
[08:52:14 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc5a62175c6875a7c0630f3d930180a9911e3603b8099a9c2c8e5d68a1173bc96
[08:55:17 | 08-03-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[08:55:20 | 08-03-2025] Bridge Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[08:58:28 | 09-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc13475b4260c32de691eeda264a5c4c2c06ff34a003505b0c3b1d24a5a4eb7fa
[08:58:39 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8c1240f22e6ba103998c2ff3ffc39275767a4b4a97d9b72d347ca627a6dc7dc8
[09:01:42 | 09-03-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:01:45 | 09-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:00:21 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc429bf6ea142ccd1837098ce4cec794ad23c390e5fb4d991847d66d3f385dd87
[09:00:51 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc83d85935a85c652bc0a287b398281473c3c96329cf259aff06b6cd368f0087f
[09:03:54 | 10-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:03:56 | 10-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:18:56 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x414f5226d332f3d6d72b5b507e435912221238980e02eb5b1b6646ac580b542d
[09:19:16 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfb1873fad09226fc4bfadafc66df96d0760190539418fc0d0075cb3b739fe852
[09:22:19 | 11-03-2025] Transfer Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
[09:22:25 | 11-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:18:05 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x403eeb30ad8e6e9f2a23f22188e38611afbe17b5e5d30650aca31bc9159fcfb4
[09:21:08 | 12-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:21:11 | 12-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:19:52 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb84b8497a0db79385e222e8aa18b7efc6f859fdd88ad2f0b162ae81d975cb620
[09:22:55 | 13-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:22:58 | 13-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:18:15 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x19f519030449cb3161f692c46a203e4e14946e4ba1087850d7b935c8076c4a48
[09:21:18 | 14-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:21:21 | 14-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:16:16 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc4ec261d57fe67648388a67a4541478a29eee5bd53aaf9519378c4f0e3276132
[09:19:19 | 15-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:19:22 | 15-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:23:50 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdd8b6e75f511b549077c952c6864f9d11fa18d1bdf06522fb0723144529ab749
[09:26:53 | 16-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:26:56 | 16-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:22:14 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd2a884db63add76646f6ff9c43fbf4f9597488f907fbfd297e86ab0c407b2f00
[09:25:17 | 17-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:25:20 | 17-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:21:15 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xae88579e145b5ed2525a90c0b8c44ba788bea78f8dff9023aa0fdd59bba13672
[09:24:18 | 18-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:24:21 | 18-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:20:41 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x6023a027c4390a2366874a573336a4a67edbc914f6bc9277c0ffb41c42785327
[09:23:44 | 19-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:23:47 | 19-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:20:04 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3e1f68571dbef3f50dfaf5f5e6cd7320d097bccf6b47d9d6a186e572d984cb49
[09:23:07 | 20-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:23:10 | 20-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:21:17 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe4f05f5306848ab831991149950b707cdb191d023a4fe3649e503821a1bfa6e4
[09:24:20 | 21-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:24:23 | 21-03-2025] Bridge Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
Error:
[09:17:51 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe02f020ace4f4819720e8c2d99bbea9001b831c2079feed607803f368b34c425
[09:20:54 | 22-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:20:57 | 22-03-2025] Bridge Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
Error:
[09:26:26 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5c3106c2c77bc21683c21057735530ad98cc61b48e3e4256305474740d82a864
[09:29:29 | 23-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:29:32 | 23-03-2025] Bridge Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
Error:
[09:25:14 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcfec26295c5ec86fdc0e29570c60af8d194ad129f4db19600ed6590029512a49
[09:28:17 | 24-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:28:20 | 24-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:21:53 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5f7b0340761d35b5e66c12b685b6a5b9b285404b9130c07518abf3532e34499c
[09:24:56 | 25-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:24:59 | 25-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:21:02 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x6d4cc29813809843d518787e8afebf4aa1aa2b2ccee297967d8fbf48ba58d42a
[09:24:05 | 26-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:24:08 | 26-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:21:26 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8a7df9bcc82c66c2007bb9768c3358f851430ab11ed6c50d7f5dd25a2b0af2e6
[09:24:29 | 27-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:24:32 | 27-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:22:38 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x843d701c871add6bc388057ede692d3a79f2bb5368cb25c3b7ae0261e41e729c
[09:25:41 | 28-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:25:44 | 28-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:19:40 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3021ee6b8c8d48165064786c1b448c8b3d127e7ae44df515ca2fe16742add94d
[09:22:43 | 29-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:22:46 | 29-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:28:12 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x06901ec158b587bc7428280e1d972e49a42c69dc8c5c28c2340ddd310144e9f0
[09:31:16 | 30-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:31:18 | 30-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:27:04 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xad209487149e2049a5c343ae83221ca1663c68e1bc493b4e62fec7cc77f4b724
[09:30:07 | 31-03-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:30:10 | 31-03-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:41:16 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xfc44d3bf26debe629709fba4ef483ff37a2cc0625677711ac054a065d516898d
[09:44:19 | 01-04-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:44:22 | 01-04-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:23:27 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcf0cb36e4132b7bcebcd49feda944682a9bba27757f83a40867d289ab8876e06
[09:26:30 | 02-04-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:26:33 | 02-04-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:22:16 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa7f0b61941ea806c084d102ea88932e0bd16c6a15c35da8efd6ca5f867e3f5aa
[09:25:19 | 03-04-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:25:22 | 03-04-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
Error:
[09:22:04 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x1b833d0f84313073f32d83bc4eadfb55a6230fecd244fd96d9ae003265359818
[09:25:07 | 04-04-2025] Transfer Task failed for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26: Request failed with status code 400
[09:25:10 | 04-04-2025] Bridge Task successful for 0xF59C2ff3901753Ccc6B6E8FedcC957c131b7ab26
